sales_agent,account,engage_date,close_date,close_value,sales_price,year_established,revenue,employees,office_location,has_close_date,close_value_log,revenue_log,employees_log,product_GTK 500,product_GTX BASIC,product_GTX PLUS BASIC,product_GTX PLUS PRO,product_GTX PRO,product_MG ADVANCED,product_MG SPECIAL,manager_CARA LOSCH,manager_CELIA ROUCHE,manager_DUSTIN BRINKMANN,manager_MELVIN MARXEN,manager_ROCCO NEUBERT,manager_SUMMER SEWALD,regional_office_CENTRAL,regional_office_EAST,regional_office_WEST,series_GTK,series_GTX,series_MG,sector_EMPLOYMENT,sector_ENTERTAINMENT,sector_FINANCE,sector_MARKETING,sector_MEDICAL,sector_RETAIL,sector_SERVICES,sector_SOFTWARE,sector_TECHNOLGY,sector_TELECOMMUNICATIONS,subsidiary_of_ACME CORPORATION,subsidiary_of_BUBBA GUMP,subsidiary_of_GOLDDEX,subsidiary_of_INITY,subsidiary_of_MASSIVE DYNAMIC,subsidiary_of_SONRON,subsidiary_of_WAREPHASE,deal_stage_ENGAGING,deal_stage_LOST,deal_stage_PROSPECTING,deal_stage_WON,sales_price_scaled,decade_1970s,decade_1980s,decade_1990s,decade_2000s,decade_2010s,engage_year,engage_month,engage_dayofweek,days_to_close,closed_within_30d,account_age,rev_per_employee,agent_closed_deals,won_deal,account_win_rate
1,42,2017-03-01,,,55,2004.0,702.72,1831.0,14,0,,6.556380549770846,7.513163545234075,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.8839964135511591,0,0,0,1,0,2017.0,3.0,2.0,,0,21.0,0.383790278536319,153,0,0.8493150684931506
1,41,2017-03-01,2017-03-10,1053.0,1096,1982.0,5970.82,13798.0,14,1,6.960347729101308,8.694807017548445,9.532351404751555,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.48804252088212097,0,1,0,0,0,2017.0,3.0,2.0,9.0,1,43.0,0.4327308305551529,153,1,0.9540816326530612
2,1,2017-03-01,2017-05-25,0.0,1096,1999.0,251.41,495.0,14,1,0.0,5.531054749533568,6.206575926724928,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.48804252088212097,0,0,1,0,0,2017.0,3.0,2.0,85.0,0,26.0,0.5078989898989898,261,1,0.7941176470588235
2,17,2017-03-01,2017-03-15,5068.0,4821,1992.0,1712.68,3194.0,14,1,8.53089883847235,7.446398383944561,8.069342366811636,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.9287953755560797,0,0,1,0,0,2017.0,3.0,2.0,14.0,1,33.0,0.5362179085785849,261,1,0.8461538461538461
2,47,2017-03-01,2017-06-30,4256.0,4821,1989.0,665.06,1095.0,14,1,8.356319965828153,6.501379756572611,6.999422467507961,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9287953755560797,0,1,0,0,0,2017.0,3.0,2.0,121.0,0,36.0,0.6073607305936073,261,1,0.9516129032258065
4,35,2017-03-01,,,4821,1995.0,1698.2,3492.0,14,0,,7.43791283104762,8.158516244806831,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.9287953755560797,0,0,1,0,0,2017.0,3.0,2.0,,0,30.0,0.48631156930126,229,0,0.11876923076923077
6,72,2017-03-01,2017-05-08,0.0,3393,1988.0,5266.09,8595.0,14,1,0.0,8.569233306863506,9.059052257762401,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.38564248532420037,0,1,0,0,0,2017.0,3.0,2.0,68.0,0,37.0,0.6126922629435718,553,1,0.9137931034482759
6,27,2017-03-01,2017-03-12,657.0,550,2007.0,894.33,1635.0,4,1,6.489204931325317,6.797192365399952,7.400009517162692,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6957186259707807,0,0,0,1,0,2017.0,3.0,2.0,11.0,1,18.0,0.5469908256880734,553,1,0.925531914893617
6,65,2017-03-01,2017-03-08,60.0,55,1987.0,1698.2,3798.0,14,1,4.110873864173311,7.43791283104762,8.242493153187626,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.8839964135511591,0,1,0,0,0,2017.0,3.0,2.0,7.0,1,38.0,0.4471300684570827,553,1,0.9433962264150944
7,52,2017-03-01,2017-05-29,0.0,550,1994.0,355.23,853.0,14,1,0.0,5.875576589656054,6.74993119378857,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.6957186259707807,0,0,1,0,0,2017.0,3.0,2.0,89.0,0,31.0,0.4164478311840563,275,1,0.8333333333333334
8,35,2017-03-01,2017-05-10,0.0,5482,1997.0,5970.82,13798.0,8,1,0.0,8.694807017548445,9.532351404751555,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1.1802127848300799,0,0,1,0,0,2017.0,3.0,2.0,70.0,0,28.0,0.4327308305551529,126,1,0.11876923076923077
9,62,2017-03-01,2017-05-05,0.0,550,1994.0,2818.38,6290.0,14,1,0.0,7.944272281603784,8.74687531957003,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.6957186259707807,0,0,1,0,0,2017.0,3.0,2.0,65.0,0,31.0,0.4480731319554849,123,1,0.875
9,55,2017-03-01,2017-05-01,629.0,550,2003.0,1419.98,4018.0,14,1,6.4457198193855785,7.259102053402697,8.2987883944492,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6957186259707807,0,0,0,1,0,2017.0,3.0,2.0,61.0,0,22.0,0.35340467894474864,123,1,0.883495145631068
10,35,2017-03-01,2017-05-23,0.0,3393,1997.0,5970.82,13798.0,8,1,0.0,8.694807017548445,9.532351404751555,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.38564248532420037,0,0,1,0,0,2017.0,3.0,2.0,83.0,0,28.0,0.4327308305551529,232,1,0.11876923076923077
10,72,2017-03-01,2017-06-02,4082.0,3393,1988.0,5266.09,8595.0,14,1,8.314587291319576,8.569233306863506,9.059052257762401,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.38564248532420037,0,1,0,0,0,2017.0,3.0,2.0,93.0,0,37.0,0.6126922629435718,232,1,0.9137931034482759
16,59,2017-03-01,2017-05-31,1044.0,1096,1983.0,1008.06,1238.0,14,1,6.951772164398911,6.916774483402297,7.122059881629142,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.48804252088212097,0,1,0,0,0,2017.0,3.0,2.0,91.0,0,42.0,0.8142649434571889,231,1,0.9230769230769231
18,37,2017-03-01,2017-06-11,0.0,3393,1986.0,2403.58,8801.0,14,1,0.0,7.785130531114553,9.082734247371036,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.38564248532420037,0,1,0,0,0,2017.0,3.0,2.0,102.0,0,39.0,0.2731030564708556,194,1,0.8849557522123894
19,57,2017-03-01,2017-03-21,1025.0,1096,1994.0,1188.42,3015.0,14,1,6.933423025730715,7.081221072332061,8.011686729127847,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.48804252088212097,0,0,1,0,0,2017.0,3.0,2.0,20.0,1,31.0,0.39416915422885573,213,1,0.9420289855072463
20,67,2017-03-01,2017-06-17,465.0,550,1988.0,1376.8,1165.0,0,1,6.144185634125646,7.228243303159095,7.061334366910438,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6957186259707807,0,1,0,0,0,2017.0,3.0,2.0,108.0,0,37.0,1.181802575107296,195,1,0.9541284403669725
20,44,2017-03-01,2017-06-14,50.0,55,1985.0,375.43,1190.0,14,1,3.9318256327243257,5.930732106979362,7.0825485693553,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.8839964135511591,0,1,0,0,0,2017.0,3.0,2.0,105.0,0,40.0,0.3154873949579832,195,1,0.8648648648648649
22,74,2017-03-01,2017-03-09,5548.0,5482,1993.0,646.1,883.0,14,1,8.621373010325902,6.47250084206322,6.784457062637643,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.1802127848300799,0,0,1,0,0,2017.0,3.0,2.0,8.0,1,32.0,0.7317100792751983,237,1,0.8636363636363636
22,41,2017-03-01,2017-06-03,3558.0,3393,1982.0,5970.82,13798.0,14,1,8.177234885510194,8.694807017548445,9.532351404751555,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.38564248532420037,0,1,0,0,0,2017.0,3.0,2.0,94.0,0,43.0,0.4327308305551529,237,1,0.9540816326530612
23,63,2017-03-01,2017-03-07,3959.0,3393,1996.0,2214.94,5374.0,14,1,8.283999304248526,7.703431971688343,8.589513852995864,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.38564248532420037,0,0,1,0,0,2017.0,3.0,2.0,6.0,1,29.0,0.41215854112393,110,1,0.9285714285714286
25,58,2017-03-01,2017-03-17,49.0,55,1992.0,3922.42,6837.0,14,1,3.912023005428146,8.274719001401705,8.830250570199247,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.8839964135511591,0,0,1,0,0,2017.0,3.0,2.0,16.0,1,33.0,0.5737048413046658,264,1,0.9553571428571429
25,75,2017-03-01,2017-06-16,50.0,55,1997.0,2041.73,5276.0,14,1,3.9318256327243257,7.622042427493597,8.571113033405668,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.8839964135511591,0,0,1,0,0,2017.0,3.0,2.0,107.0,0,28.0,0.38698445792266867,264,1,0.9528301886792453
26,76,2017-03-01,2017-03-08,523.0,550,1993.0,5970.82,13798.0,14,1,6.261491684321042,8.694807017548445,9.532351404751555,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6957186259707807,0,0,1,0,0,2017.0,3.0,2.0,7.0,1,32.0,0.4327308305551529,347,1,0.9080459770114943
26,82,2017-03-01,2017-06-01,1086.0,1096,1992.0,324.19,978.0,14,1,6.99117688712121,5.7844096268933525,6.88653164253051,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.48804252088212097,0,0,1,0,0,2017.0,3.0,2.0,92.0,0,33.0,0.33148261758691205,347,1,0.7931034482758621
26,31,2017-03-01,2017-03-09,4445.0,4821,2000.0,2952.73,5107.0,14,1,8.399760094524142,7.990824057424448,8.53856321715243,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9287953755560797,0,0,0,1,0,2017.0,3.0,2.0,8.0,1,25.0,0.5781730957509301,347,1,0.9263157894736842
27,76,2017-03-01,,,550,1993.0,5970.82,13798.0,14,0,,8.694807017548445,9.532351404751555,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.6957186259707807,0,0,1,0,0,2017.0,3.0,2.0,,0,32.0,0.4327308305551529,193,0,0.9080459770114943
27,73,2017-03-01,2017-06-24,4756.0,4821,1998.0,2022.14,5113.0,14,1,8.467372496432281,7.6124060389254975,8.539737155851132,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9287953755560797,0,0,1,0,0,2017.0,3.0,2.0,115.0,0,27.0,0.3954899276354391,193,1,0.9166666666666666
27,26,2017-03-01,2017-06-19,67.0,55,1990.0,2520.83,3502.0,14,1,4.219507705176107,7.832740107432939,8.161375023197486,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.8839964135511591,0,0,1,0,0,2017.0,3.0,2.0,110.0,0,35.0,0.7198258138206739,193,1,0.9659090909090909
28,39,2017-03-01,2017-06-09,3783.0,3393,2011.0,527.11,1428.0,14,1,8.238536930171769,6.26930459534122,7.264730177929867,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.38564248532420037,0,0,0,0,1,2017.0,3.0,2.0,100.0,0,14.0,0.369124649859944,79,1,0.7450980392156863
29,35,2017-03-01,,,4821,1995.0,1698.2,3492.0,14,0,,7.43791283104762,8.158516244806831,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.9287953755560797,0,0,1,0,0,2017.0,3.0,2.0,,0,30.0,0.48631156930126,261,0,0.11876923076923077
29,16,2017-03-01,2017-05-31,0.0,550,2010.0,587.72,1501.0,14,1,0.0,6.377950688618344,7.31455283232408,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.6957186259707807,0,0,0,0,1,2017.0,3.0,2.0,91.0,0,15.0,0.39155229846768824,261,1,0.9491525423728814
29,57,2017-03-01,2017-06-27,0.0,5482,1994.0,1188.42,3015.0,14,1,0.0,7.081221072332061,8.011686729127847,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1.1802127848300799,0,0,1,0,0,2017.0,3.0,2.0,118.0,0,31.0,0.39416915422885573,261,1,0.9420289855072463
0,18,2017-03-02,2017-05-31,0.0,3393,1982.0,4618.0,10083.0,14,1,0.0,8.437933510430605,9.218705288307811,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.38564248532420037,0,1,0,0,0,2017.0,3.0,3.0,90.0,0,43.0,0.4579986115243479,336,1,0.9069767441860465
0,12,2017-03-02,2017-03-12,522.0,550,2005.0,1520.66,1806.0,14,1,6.259581464064923,7.3275571231903545,7.499423290592229,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.6957186259707807,0,0,0,1,0,2017.0,3.0,3.0,10.0,1,20.0,0.8420044296788484,336,1,0.9072164948453608
1,42,2017-03-02,2017-03-18,1001.0,1096,2004.0,702.72,1831.0,14,1,6.90975328164481,6.556380549770846,7.513163545234075,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.48804252088212097,0,0,0,1,0,2017.0,3.0,3.0,16.0,1,21.0,0.383790278536319,153,1,0.8493150684931506
3,2,2017-03-02,2017-05-25,5728.0,5482,1986.0,647.18,1185.0,7,1,8.653296274408579,6.474168435556948,7.078341579557671,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1802127848300799,0,1,0,0,0,2017.0,3.0,3.0,84.0,0,39.0,0.5461434599156118,160,1,0.9347826086956522
6,10,2017-03-02,2017-06-19,4856.0,5482,1998.0,2714.9,2641.0,14,1,8.488176242345745,7.9068786691495045,7.879291485082271,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1802127848300799,0,0,1,0,0,2017.0,3.0,3.0,109.0,0,27.0,1.027981825066263,553,1,0.9669421487603306
6,8,2017-03-02,2017-05-26,5570.0,4821,2001.0,718.62,2448.0,14,1,8.625329850020815,6.578723294908609,7.803435056952168,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9287953755560797,0,0,0,1,0,2017.0,3.0,3.0,85.0,0,24.0,0.2935539215686275,553,1,0.9207920792079208
6,12,2017-03-02,2017-05-26,3647.0,3393,2005.0,1520.66,1806.0,14,1,8.201934351194222,7.3275571231903545,7.499423290592229,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.38564248532420037,0,0,0,1,0,2017.0,3.0,3.0,85.0,0,20.0,0.8420044296788484,553,1,0.9072164948453608
7,48,2017-03-02,2017-06-11,487.0,550,1984.0,3027.46,9516.0,6,1,6.1903154058531475,8.015809518475102,9.160834952072344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6957186259707807,0,1,0,0,0,2017.0,3.0,3.0,101.0,0,41.0,0.31814417822614544,275,1,0.9204545454545454
7,17,2017-03-02,2017-06-12,1166.0,1096,1992.0,1712.68,3194.0,14,1,7.062191632286556,7.446398383944561,8.069342366811636,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.48804252088212097,0,0,1,0,0,2017.0,3.0,3.0,102.0,0,33.0,0.5362179085785849,275,1,0.8461538461538461
8,35,2017-03-02,,,3393,1995.0,1698.2,3492.0,14,0,,7.43791283104762,8.158516244806831,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.38564248532420037,0,0,1,0,0,2017.0,3.0,3.0,,0,30.0,0.48631156930126,126,0,0.11876923076923077
13,61,2017-03-02,2017-06-06,595.0,550,2012.0,45.39,100.0,14,1,6.39024066706535,3.8370839187636525,4.61512051684126,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.6957186259707807,0,0,0,0,1,2017.0,3.0,3.0,96.0,0,13.0,0.4539,264,1,0.9166666666666666
14,11,2017-03-02,2017-06-04,49.0,55,2015.0,4.54,9.0,14,1,3.912023005428146,1.7119945007591924,2.302585092994046,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.8839964135511591,0,0,0,0,1,2017.0,3.0,3.0,94.0,0,10.0,0.5044444444444445,272,1,0.9352941176470588
15,76,2017-03-02,2017-03-19,599.0,550,1993.0,5970.82,13798.0,14,1,6.396929655216146,8.694807017548445,9.532351404751555,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6957186259707807,0,0,1,0,0,2017.0,3.0,3.0,17.0,1,32.0,0.4327308305551529,335,1,0.9080459770114943
15,41,2017-03-02,2017-05-15,4506.0,4821,1982.0,5970.82,13798.0,14,1,8.413387022690648,8.694807017548445,9.532351404751555,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9287953755560797,0,1,0,0,0,2017.0,3.0,3.0,74.0,0,43.0,0.4327308305551529,335,1,0.9540816326530612
15,69,2017-03-02,2017-05-06,4512.0,4821,2008.0,894.37,1593.0,12,1,8.414717399827001,6.797237040666615,7.374001859350161,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9287953755560797,0,0,0,1,0,2017.0,3.0,3.0,65.0,0,17.0,0.5614375392341494,335,1,0.9577464788732394
16,29,2017-03-02,2017-05-01,0.0,550,2007.0,86.68,187.0,14,1,0.0,4.473693823199706,5.236441962829949,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-0.6957186259707807,0,0,0,1,0,2017.0,3.0,3.0,60.0,0,18.0,0.4635294117647059,231,1,0.9240506329113924
19,49,2017-03-02,2017-05-06,1102.0,1096,1987.0,405.59,1179.0,1,1,7.005789019253503,6.007805306696034,7.07326971745971,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.48804252088212097,0,1,0,0,0,2017.0,3.0,3.0,65.0,0,38.0,0.34401187446988973,213,1,0.8524590163934426
23,35,2017-03-02,,,550,1995.0,1698.2,3492.0,14,0,,7.43791283104762,8.158516244806831,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.6957186259707807,0,0,1,0,0,2017.0,3.0,3.0,,0,30.0,0.48631156930126,110,0,0.11876923076923077
23,57,2017-03-02,2017-06-10,0.0,550,1994.0,1188.42,3015.0,14,1,0.0,7.081221072332061,8.011686729127847,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,-0.6957186259707807,0,0,1,0,0,2017.0,3.0,3.0,100.0,0,31.0,0.39416915422885573,110,1,0.9420289855072463
25,11,2017-03-02,2017-05-12,54.0,55,2015.0,4.54,9.0,14,1,4.007333185232471,1.7119945007591924,2.302585092994046,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.8839964135511591,0,0,0,0,1,2017.0,3.0,3.0,71.0,0,10.0,0.5044444444444445,264,1,0.9352941176470588
25,35,2017-03-02,2017-03-17,62.0,55,1997.0,5970.82,13798.0,8,1,4.143134726391533,8.694807017548445,9.532351404751555,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.8839964135511591,0,0,1,0,0,2017.0,3.0,3.0,15.0,1,28.0,0.4327308305551529,264,1,0.11876923076923077
26,57,2017-03-02,,,550,1994.0,1188.42,3015.0,14,0,,7.081221072332061,8.011686729127847,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-0.6957186259707807,0,0,1,0,0,2017.0,3.0,3.0,,0,31.0,0.39416915422885573,347,0,0.9420289855072463
26,35,2017-03-02,,,550,1995.0,1698.2,3492.0,14,0,,7.43791283104762,8.158516244806831,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.6957186259707807,0,0,1,0,0,2017.0,3.0,3.0,,0,30.0,0.48631156930126,347,0,0.11876923076923077
26,35,2017-03-02,,,55,1995.0,1698.2,3492.0,14,0,,7.43791283104762,8.158516244806831,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.8839964135511591,0,0,1,0,0,2017.0,3.0,3.0,,0,30.0,0.48631156930126,347,0,0.11876923076923077
27,70,2017-03-02,2017-03-09,61.0,55,1996.0,439.21,792.0,14,1,4.127134385045092,6.0872518857811775,6.675823221634848,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.8839964135511591,0,0,1,0,0,2017.0,3.0,3.0,7.0,1,29.0,0.5545580808080808,193,1,0.8461538461538461
29,35,2017-03-02,,,550,1995.0,1698.2,3492.0,14,0,,7.43791283104762,8.158516244806831,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.6957186259707807,0,0,1,0,0,2017.0,3.0,3.0,,0,30.0,0.48631156930126,261,0,0.11876923076923077
29,63,2017-03-02,2017-05-23,0.0,4821,1996.0,2214.94,5374.0,14,1,0.0,7.703431971688343,8.589513852995864,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.9287953755560797,0,0,1,0,0,2017.0,3.0,3.0,82.0,0,29.0,0.41215854112393,261,1,0.9285714285714286
29,45,2017-03-02,2017-03-16,4277.0,4821,1985.0,2741.37,9226.0,14,1,8.361240889642351,7.916577789020406,9.129889247578555,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9287953755560797,0,1,0,0,0,2017.0,3.0,3.0,14.0,1,40.0,0.2971352698894429,261,1,0.8765432098765432
0,28,2017-03-03,2017-05-23,46.0,55,2000.0,1223.72,2497.0,9,1,3.8501476017100584,7.110467525423826,7.823245690685523,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.8839964135511591,0,0,0,1,0,2017.0,3.0,4.0,81.0,0,25.0,0.49007609130957147,336,1,0.9340659340659341
